DELAY,ERROR COUNT,Wed Apr 12 14:39:27 2017
0001,00,Wed Apr 12 15:22:21 2017
0000,00,Wed Apr 12 15:22:26 2017
0001,00,Wed Apr 12 15:22:30 2017
0001,00,Wed Apr 12 15:22:34 2017
0001,00,Wed Apr 12 15:22:39 2017
0000,00,Wed Apr 12 15:22:43 2017
0001,00,Wed Apr 12 15:22:47 2017
0001,00,Wed Apr 12 15:22:51 2017
0001,00,Wed Apr 12 15:22:56 2017
0001,00,Wed Apr 12 15:23:00 2017
0001,00,Wed Apr 12 15:23:04 2017
0000,00,Wed Apr 12 15:23:08 2017
0001,00,Wed Apr 12 15:23:13 2017
0001,00,Wed Apr 12 15:23:17 2017
0001,00,Wed Apr 12 15:23:21 2017
0001,00,Wed Apr 12 15:23:25 2017
0001,00,Wed Apr 12 15:23:30 2017
0001,00,Wed Apr 12 15:23:34 2017
0001,00,Wed Apr 12 15:23:38 2017
0001,00,Wed Apr 12 15:23:43 2017
0001,00,Wed Apr 12 15:23:47 2017
0000,00,Wed Apr 12 15:23:51 2017
0001,00,Wed Apr 12 15:23:55 2017
0001,00,Wed Apr 12 15:24:00 2017
0001,00,Wed Apr 12 15:24:04 2017
0000,00,Wed Apr 12 15:24:08 2017
0000,00,Wed Apr 12 15:24:12 2017
0001,00,Wed Apr 12 15:24:17 2017
0000,00,Wed Apr 12 15:24:21 2017
0001,00,Wed Apr 12 15:24:25 2017
0001,00,Wed Apr 12 15:24:29 2017
0001,00,Wed Apr 12 15:24:34 2017
0001,00,Wed Apr 12 15:24:38 2017
0000,00,Wed Apr 12 15:24:42 2017
0001,00,Wed Apr 12 15:24:47 2017
0001,00,Wed Apr 12 15:24:51 2017
0001,00,Wed Apr 12 15:24:55 2017
0001,00,Wed Apr 12 15:24:59 2017
0001,00,Wed Apr 12 15:25:04 2017
0000,00,Wed Apr 12 15:25:08 2017
0001,00,Wed Apr 12 15:25:12 2017
0000,00,Wed Apr 12 15:25:16 2017
0001,00,Wed Apr 12 15:25:21 2017
0000,00,Wed Apr 12 15:25:25 2017
0001,00,Wed Apr 12 15:25:29 2017
